lesson_number,domain_id,domain,service_group,microservice_id,microservice_name,team_id,db_cluster_count,db_clusters,database_name,schema_name,owned_table_count,owned_tables,full_cdc_table_count,excluded_cdc_table_count,backend_module_path,api_base_path,docker_profile,deployment_unit,frontend_integration,implementation_status
330,13,checkout,checkout-platform,svc-0130,checkout-10,team-013,10,pg-cluster-491|pg-cluster-492|pg-cluster-493|pg-cluster-494|pg-cluster-495|pg-cluster-496|pg-cluster-497|pg-cluster-498|pg-cluster-499|pg-cluster-500,checkout_svc_10,checkout,10,checkout_svc_10.checkout.consent_checkout|checkout_svc_10.checkout.device_checkout|checkout_svc_10.checkout.feedback_checkout|checkout_svc_10.checkout.location_checkout|checkout_svc_10.checkout.owner_checkout|checkout_svc_10.checkout.permission_checkout|checkout_svc_10.checkout.rating_checkout|checkout_svc_10.checkout.review_checkout|checkout_svc_10.checkout.role_checkout|checkout_svc_10.checkout.token_checkout,10,0,applications/backend/services/checkout/checkout-10,/api/v1/checkout/10,domain-checkout,checkout-10,DOMAIN_POLICY_PENDING,PLANNED
331,14,order,order-platform,svc-0131,order-01,team-014,10,pg-cluster-501|pg-cluster-502|pg-cluster-503|pg-cluster-504|pg-cluster-505|pg-cluster-506|pg-cluster-507|pg-cluster-508|pg-cluster-509|pg-cluster-510,order_svc_01,order,10,order_svc_01.order.account_order|order_svc_01.order.address_order|order_svc_01.order.event_order|order_svc_01.order.history_order|order_svc_01.order.mapping_order|order_svc_01.order.preference_order|order_svc_01.order.profile_order|order_svc_01.order.rule_order|order_svc_01.order.session_order|order_svc_01.order.status_order,10,0,applications/backend/services/order/order-01,/api/v1/order/01,domain-order,order-01,DOMAIN_POLICY_PENDING,PLANNED
332,14,order,order-platform,svc-0132,order-02,team-014,10,pg-cluster-511|pg-cluster-512|pg-cluster-513|pg-cluster-514|pg-cluster-515|pg-cluster-516|pg-cluster-517|pg-cluster-518|pg-cluster-519|pg-cluster-520,order_svc_02,order,10,order_svc_02.order.allocation_order|order_svc_02.order.attempt_order|order_svc_02.order.detail_order|order_svc_02.order.item_order|order_svc_02.order.movement_order|order_svc_02.order.request_order|order_svc_02.order.reservation_order|order_svc_02.order.response_order|order_svc_02.order.snapshot_order|order_svc_02.order.transaction_order,10,0,applications/backend/services/order/order-02,/api/v1/order/02,domain-order,order-02,DOMAIN_POLICY_PENDING,PLANNED
333,14,order,order-platform,svc-0133,order-03,team-014,10,pg-cluster-521|pg-cluster-522|pg-cluster-523|pg-cluster-524|pg-cluster-525|pg-cluster-526|pg-cluster-527|pg-cluster-528|pg-cluster-529|pg-cluster-530,order_svc_03,order,10,order_svc_03.order.adjustment_order|order_svc_03.order.campaign_order|order_svc_03.order.configuration_order|order_svc_03.order.document_order|order_svc_03.order.metric_order|order_svc_03.order.offer_order|order_svc_03.order.policy_order|order_svc_03.order.redemption_order|order_svc_03.order.score_order|order_svc_03.order.segment_order,10,0,applications/backend/services/order/order-03,/api/v1/order/03,domain-order,order-03,DOMAIN_POLICY_PENDING,PLANNED
334,14,order,order-platform,svc-0134,order-04,team-014,10,pg-cluster-531|pg-cluster-532|pg-cluster-533|pg-cluster-534|pg-cluster-535|pg-cluster-536|pg-cluster-537|pg-cluster-538|pg-cluster-539|pg-cluster-540,order_svc_04,order,10,order_svc_04.order.balance_order|order_svc_04.order.batch_order|order_svc_04.order.checkpoint_order|order_svc_04.order.exception_order|order_svc_04.order.invoice_order|order_svc_04.order.job_order|order_svc_04.order.ledger_order|order_svc_04.order.line_order|order_svc_04.order.run_order|order_svc_04.order.task_order,10,0,applications/backend/services/order/order-04,/api/v1/order/04,domain-order,order-04,DOMAIN_POLICY_PENDING,PLANNED
335,14,order,order-platform,svc-0135,order-05,team-014,10,pg-cluster-541|pg-cluster-542|pg-cluster-543|pg-cluster-544|pg-cluster-545|pg-cluster-546|pg-cluster-547|pg-cluster-548|pg-cluster-549|pg-cluster-550,order_svc_05,order,10,order_svc_05.order.alert_order|order_svc_05.order.approval_order|order_svc_05.order.assignment_order|order_svc_05.order.availability_order|order_svc_05.order.capacity_order|order_svc_05.order.case_order|order_svc_05.order.decision_order|order_svc_05.order.forecast_order|order_svc_05.order.schedule_order|order_svc_05.order.workflow_order,10,0,applications/backend/services/order/order-05,/api/v1/order/05,domain-order,order-05,DOMAIN_POLICY_PENDING,PLANNED
336,14,order,order-platform,svc-0136,order-06,team-014,10,pg-cluster-551|pg-cluster-552|pg-cluster-553|pg-cluster-554|pg-cluster-555|pg-cluster-556|pg-cluster-557|pg-cluster-558|pg-cluster-559|pg-cluster-560,order_svc_06,order,10,order_svc_06.order.attribute_order|order_svc_06.order.category_order|order_svc_06.order.collection_order|order_svc_06.order.media_order|order_svc_06.order.plan_order|order_svc_06.order.ranking_order|order_svc_06.order.relationship_order|order_svc_06.order.target_order|order_svc_06.order.threshold_order|order_svc_06.order.variant_order,10,0,applications/backend/services/order/order-06,/api/v1/order/06,domain-order,order-06,DOMAIN_POLICY_PENDING,PLANNED
337,14,order,order-platform,svc-0137,order-07,team-014,10,pg-cluster-561|pg-cluster-562|pg-cluster-563|pg-cluster-564|pg-cluster-565|pg-cluster-566|pg-cluster-567|pg-cluster-568|pg-cluster-569|pg-cluster-570,order_svc_07,order,10,order_svc_07.order.attribution_order|order_svc_07.order.channel_order|order_svc_07.order.click_order|order_svc_07.order.conversion_order|order_svc_07.order.delivery_order|order_svc_07.order.impression_order|order_svc_07.order.message_order|order_svc_07.order.query_order|order_svc_07.order.result_order|order_svc_07.order.template_order,10,0,applications/backend/services/order/order-07,/api/v1/order/07,domain-order,order-07,DOMAIN_POLICY_PENDING,PLANNED
338,14,order,order-platform,svc-0138,order-08,team-014,10,pg-cluster-571|pg-cluster-572|pg-cluster-573|pg-cluster-574|pg-cluster-575|pg-cluster-576|pg-cluster-577|pg-cluster-578|pg-cluster-579|pg-cluster-580,order_svc_08,order,10,order_svc_08.order.contract_order|order_svc_08.order.fee_order|order_svc_08.order.partner_order|order_svc_08.order.payout_order|order_svc_08.order.price_order|order_svc_08.order.provider_order|order_svc_08.order.rate_order|order_svc_08.order.reconciliation_order|order_svc_08.order.settlement_order|order_svc_08.order.tax_order,10,0,applications/backend/services/order/order-08,/api/v1/order/08,domain-order,order-08,DOMAIN_POLICY_PENDING,PLANNED
339,14,order,order-platform,svc-0139,order-09,team-014,10,pg-cluster-581|pg-cluster-582|pg-cluster-583|pg-cluster-584|pg-cluster-585|pg-cluster-586|pg-cluster-587|pg-cluster-588|pg-cluster-589|pg-cluster-590,order_svc_09,order,10,order_svc_09.order.bin_order|order_svc_09.order.package_order|order_svc_09.order.refund_order|order_svc_09.order.return_order|order_svc_09.order.route_order|order_svc_09.order.shipment_order|order_svc_09.order.stock_order|order_svc_09.order.stop_order|order_svc_09.order.tracking_order|order_svc_09.order.warehouse_order,10,0,applications/backend/services/order/order-09,/api/v1/order/09,domain-order,order-09,DOMAIN_POLICY_PENDING,PLANNED
340,14,order,order-platform,svc-0140,order-10,team-014,10,pg-cluster-591|pg-cluster-592|pg-cluster-593|pg-cluster-594|pg-cluster-595|pg-cluster-596|pg-cluster-597|pg-cluster-598|pg-cluster-599|pg-cluster-600,order_svc_10,order,10,order_svc_10.order.consent_order|order_svc_10.order.device_order|order_svc_10.order.feedback_order|order_svc_10.order.location_order|order_svc_10.order.owner_order|order_svc_10.order.permission_order|order_svc_10.order.rating_order|order_svc_10.order.review_order|order_svc_10.order.role_order|order_svc_10.order.token_order,10,0,applications/backend/services/order/order-10,/api/v1/order/10,domain-order,order-10,DOMAIN_POLICY_PENDING,PLANNED
341,15,payment,payment-platform,svc-0141,payment-01,team-015,10,pg-cluster-601|pg-cluster-602|pg-cluster-603|pg-cluster-604|pg-cluster-605|pg-cluster-606|pg-cluster-607|pg-cluster-608|pg-cluster-609|pg-cluster-610,payment_svc_01,payment,10,payment_svc_01.payment.account_payment|payment_svc_01.payment.address_payment|payment_svc_01.payment.event_payment|payment_svc_01.payment.history_payment|payment_svc_01.payment.mapping_payment|payment_svc_01.payment.preference_payment|payment_svc_01.payment.profile_payment|payment_svc_01.payment.rule_payment|payment_svc_01.payment.session_payment|payment_svc_01.payment.status_payment,7,3,applications/backend/services/payment/payment-01,/api/v1/payment/01,domain-payment,payment-01,DOMAIN_POLICY_PENDING,PLANNED
342,15,payment,payment-platform,svc-0142,payment-02,team-015,10,pg-cluster-611|pg-cluster-612|pg-cluster-613|pg-cluster-614|pg-cluster-615|pg-cluster-616|pg-cluster-617|pg-cluster-618|pg-cluster-619|pg-cluster-620,payment_svc_02,payment,10,payment_svc_02.payment.allocation_payment|payment_svc_02.payment.attempt_payment|payment_svc_02.payment.detail_payment|payment_svc_02.payment.item_payment|payment_svc_02.payment.movement_payment|payment_svc_02.payment.request_payment|payment_svc_02.payment.reservation_payment|payment_svc_02.payment.response_payment|payment_svc_02.payment.snapshot_payment|payment_svc_02.payment.transaction_payment,7,3,applications/backend/services/payment/payment-02,/api/v1/payment/02,domain-payment,payment-02,DOMAIN_POLICY_PENDING,PLANNED
343,15,payment,payment-platform,svc-0143,payment-03,team-015,10,pg-cluster-621|pg-cluster-622|pg-cluster-623|pg-cluster-624|pg-cluster-625|pg-cluster-626|pg-cluster-627|pg-cluster-628|pg-cluster-629|pg-cluster-630,payment_svc_03,payment,10,payment_svc_03.payment.adjustment_payment|payment_svc_03.payment.campaign_payment|payment_svc_03.payment.configuration_payment|payment_svc_03.payment.document_payment|payment_svc_03.payment.metric_payment|payment_svc_03.payment.offer_payment|payment_svc_03.payment.policy_payment|payment_svc_03.payment.redemption_payment|payment_svc_03.payment.score_payment|payment_svc_03.payment.segment_payment,6,4,applications/backend/services/payment/payment-03,/api/v1/payment/03,domain-payment,payment-03,DOMAIN_POLICY_PENDING,PLANNED
344,15,payment,payment-platform,svc-0144,payment-04,team-015,10,pg-cluster-631|pg-cluster-632|pg-cluster-633|pg-cluster-634|pg-cluster-635|pg-cluster-636|pg-cluster-637|pg-cluster-638|pg-cluster-639|pg-cluster-640,payment_svc_04,payment,10,payment_svc_04.payment.balance_payment|payment_svc_04.payment.batch_payment|payment_svc_04.payment.checkpoint_payment|payment_svc_04.payment.exception_payment|payment_svc_04.payment.invoice_payment|payment_svc_04.payment.job_payment|payment_svc_04.payment.ledger_payment|payment_svc_04.payment.line_payment|payment_svc_04.payment.run_payment|payment_svc_04.payment.task_payment,7,3,applications/backend/services/payment/payment-04,/api/v1/payment/04,domain-payment,payment-04,DOMAIN_POLICY_PENDING,PLANNED
345,15,payment,payment-platform,svc-0145,payment-05,team-015,10,pg-cluster-641|pg-cluster-642|pg-cluster-643|pg-cluster-644|pg-cluster-645|pg-cluster-646|pg-cluster-647|pg-cluster-648|pg-cluster-649|pg-cluster-650,payment_svc_05,payment,10,payment_svc_05.payment.alert_payment|payment_svc_05.payment.approval_payment|payment_svc_05.payment.assignment_payment|payment_svc_05.payment.availability_payment|payment_svc_05.payment.capacity_payment|payment_svc_05.payment.case_payment|payment_svc_05.payment.decision_payment|payment_svc_05.payment.forecast_payment|payment_svc_05.payment.schedule_payment|payment_svc_05.payment.workflow_payment,7,3,applications/backend/services/payment/payment-05,/api/v1/payment/05,domain-payment,payment-05,DOMAIN_POLICY_PENDING,PLANNED
346,15,payment,payment-platform,svc-0146,payment-06,team-015,10,pg-cluster-651|pg-cluster-652|pg-cluster-653|pg-cluster-654|pg-cluster-655|pg-cluster-656|pg-cluster-657|pg-cluster-658|pg-cluster-659|pg-cluster-660,payment_svc_06,payment,10,payment_svc_06.payment.attribute_payment|payment_svc_06.payment.category_payment|payment_svc_06.payment.collection_payment|payment_svc_06.payment.media_payment|payment_svc_06.payment.plan_payment|payment_svc_06.payment.ranking_payment|payment_svc_06.payment.relationship_payment|payment_svc_06.payment.target_payment|payment_svc_06.payment.threshold_payment|payment_svc_06.payment.variant_payment,6,4,applications/backend/services/payment/payment-06,/api/v1/payment/06,domain-payment,payment-06,DOMAIN_POLICY_PENDING,PLANNED
347,15,payment,payment-platform,svc-0147,payment-07,team-015,10,pg-cluster-661|pg-cluster-662|pg-cluster-663|pg-cluster-664|pg-cluster-665|pg-cluster-666|pg-cluster-667|pg-cluster-668|pg-cluster-669|pg-cluster-670,payment_svc_07,payment,10,payment_svc_07.payment.attribution_payment|payment_svc_07.payment.channel_payment|payment_svc_07.payment.click_payment|payment_svc_07.payment.conversion_payment|payment_svc_07.payment.delivery_payment|payment_svc_07.payment.impression_payment|payment_svc_07.payment.message_payment|payment_svc_07.payment.query_payment|payment_svc_07.payment.result_payment|payment_svc_07.payment.template_payment,7,3,applications/backend/services/payment/payment-07,/api/v1/payment/07,domain-payment,payment-07,DOMAIN_POLICY_PENDING,PLANNED
348,15,payment,payment-platform,svc-0148,payment-08,team-015,10,pg-cluster-671|pg-cluster-672|pg-cluster-673|pg-cluster-674|pg-cluster-675|pg-cluster-676|pg-cluster-677|pg-cluster-678|pg-cluster-679|pg-cluster-680,payment_svc_08,payment,10,payment_svc_08.payment.contract_payment|payment_svc_08.payment.fee_payment|payment_svc_08.payment.partner_payment|payment_svc_08.payment.payout_payment|payment_svc_08.payment.price_payment|payment_svc_08.payment.provider_payment|payment_svc_08.payment.rate_payment|payment_svc_08.payment.reconciliation_payment|payment_svc_08.payment.settlement_payment|payment_svc_08.payment.tax_payment,7,3,applications/backend/services/payment/payment-08,/api/v1/payment/08,domain-payment,payment-08,DOMAIN_POLICY_PENDING,PLANNED
349,15,payment,payment-platform,svc-0149,payment-09,team-015,10,pg-cluster-681|pg-cluster-682|pg-cluster-683|pg-cluster-684|pg-cluster-685|pg-cluster-686|pg-cluster-687|pg-cluster-688|pg-cluster-689|pg-cluster-690,payment_svc_09,payment,10,payment_svc_09.payment.bin_payment|payment_svc_09.payment.package_payment|payment_svc_09.payment.refund_payment|payment_svc_09.payment.return_payment|payment_svc_09.payment.route_payment|payment_svc_09.payment.shipment_payment|payment_svc_09.payment.stock_payment|payment_svc_09.payment.stop_payment|payment_svc_09.payment.tracking_payment|payment_svc_09.payment.warehouse_payment,6,4,applications/backend/services/payment/payment-09,/api/v1/payment/09,domain-payment,payment-09,DOMAIN_POLICY_PENDING,PLANNED
350,15,payment,payment-platform,svc-0150,payment-10,team-015,10,pg-cluster-691|pg-cluster-692|pg-cluster-693|pg-cluster-694|pg-cluster-695|pg-cluster-696|pg-cluster-697|pg-cluster-698|pg-cluster-699|pg-cluster-700,payment_svc_10,payment,10,payment_svc_10.payment.consent_payment|payment_svc_10.payment.device_payment|payment_svc_10.payment.feedback_payment|payment_svc_10.payment.location_payment|payment_svc_10.payment.owner_payment|payment_svc_10.payment.permission_payment|payment_svc_10.payment.rating_payment|payment_svc_10.payment.review_payment|payment_svc_10.payment.role_payment|payment_svc_10.payment.token_payment,7,3,applications/backend/services/payment/payment-10,/api/v1/payment/10,domain-payment,payment-10,DOMAIN_POLICY_PENDING,PLANNED
351,16,fraud,fraud-platform,svc-0151,fraud-01,team-016,10,pg-cluster-701|pg-cluster-702|pg-cluster-703|pg-cluster-704|pg-cluster-705|pg-cluster-706|pg-cluster-707|pg-cluster-708|pg-cluster-709|pg-cluster-710,fraud_svc_01,fraud,10,fraud_svc_01.fraud.account_fraud|fraud_svc_01.fraud.address_fraud|fraud_svc_01.fraud.event_fraud|fraud_svc_01.fraud.history_fraud|fraud_svc_01.fraud.mapping_fraud|fraud_svc_01.fraud.preference_fraud|fraud_svc_01.fraud.profile_fraud|fraud_svc_01.fraud.rule_fraud|fraud_svc_01.fraud.session_fraud|fraud_svc_01.fraud.status_fraud,10,0,applications/backend/services/fraud/fraud-01,/api/v1/fraud/01,domain-fraud,fraud-01,DOMAIN_POLICY_PENDING,PLANNED
352,16,fraud,fraud-platform,svc-0152,fraud-02,team-016,10,pg-cluster-711|pg-cluster-712|pg-cluster-713|pg-cluster-714|pg-cluster-715|pg-cluster-716|pg-cluster-717|pg-cluster-718|pg-cluster-719|pg-cluster-720,fraud_svc_02,fraud,10,fraud_svc_02.fraud.allocation_fraud|fraud_svc_02.fraud.attempt_fraud|fraud_svc_02.fraud.detail_fraud|fraud_svc_02.fraud.item_fraud|fraud_svc_02.fraud.movement_fraud|fraud_svc_02.fraud.request_fraud|fraud_svc_02.fraud.reservation_fraud|fraud_svc_02.fraud.response_fraud|fraud_svc_02.fraud.snapshot_fraud|fraud_svc_02.fraud.transaction_fraud,10,0,applications/backend/services/fraud/fraud-02,/api/v1/fraud/02,domain-fraud,fraud-02,DOMAIN_POLICY_PENDING,PLANNED
353,16,fraud,fraud-platform,svc-0153,fraud-03,team-016,10,pg-cluster-721|pg-cluster-722|pg-cluster-723|pg-cluster-724|pg-cluster-725|pg-cluster-726|pg-cluster-727|pg-cluster-728|pg-cluster-729|pg-cluster-730,fraud_svc_03,fraud,10,fraud_svc_03.fraud.adjustment_fraud|fraud_svc_03.fraud.campaign_fraud|fraud_svc_03.fraud.configuration_fraud|fraud_svc_03.fraud.document_fraud|fraud_svc_03.fraud.metric_fraud|fraud_svc_03.fraud.offer_fraud|fraud_svc_03.fraud.policy_fraud|fraud_svc_03.fraud.redemption_fraud|fraud_svc_03.fraud.score_fraud|fraud_svc_03.fraud.segment_fraud,10,0,applications/backend/services/fraud/fraud-03,/api/v1/fraud/03,domain-fraud,fraud-03,DOMAIN_POLICY_PENDING,PLANNED
354,16,fraud,fraud-platform,svc-0154,fraud-04,team-016,10,pg-cluster-731|pg-cluster-732|pg-cluster-733|pg-cluster-734|pg-cluster-735|pg-cluster-736|pg-cluster-737|pg-cluster-738|pg-cluster-739|pg-cluster-740,fraud_svc_04,fraud,10,fraud_svc_04.fraud.balance_fraud|fraud_svc_04.fraud.batch_fraud|fraud_svc_04.fraud.checkpoint_fraud|fraud_svc_04.fraud.exception_fraud|fraud_svc_04.fraud.invoice_fraud|fraud_svc_04.fraud.job_fraud|fraud_svc_04.fraud.ledger_fraud|fraud_svc_04.fraud.line_fraud|fraud_svc_04.fraud.run_fraud|fraud_svc_04.fraud.task_fraud,10,0,applications/backend/services/fraud/fraud-04,/api/v1/fraud/04,domain-fraud,fraud-04,DOMAIN_POLICY_PENDING,PLANNED
355,16,fraud,fraud-platform,svc-0155,fraud-05,team-016,10,pg-cluster-741|pg-cluster-742|pg-cluster-743|pg-cluster-744|pg-cluster-745|pg-cluster-746|pg-cluster-747|pg-cluster-748|pg-cluster-749|pg-cluster-750,fraud_svc_05,fraud,10,fraud_svc_05.fraud.alert_fraud|fraud_svc_05.fraud.approval_fraud|fraud_svc_05.fraud.assignment_fraud|fraud_svc_05.fraud.availability_fraud|fraud_svc_05.fraud.capacity_fraud|fraud_svc_05.fraud.case_fraud|fraud_svc_05.fraud.decision_fraud|fraud_svc_05.fraud.forecast_fraud|fraud_svc_05.fraud.schedule_fraud|fraud_svc_05.fraud.workflow_fraud,10,0,applications/backend/services/fraud/fraud-05,/api/v1/fraud/05,domain-fraud,fraud-05,DOMAIN_POLICY_PENDING,PLANNED
356,16,fraud,fraud-platform,svc-0156,fraud-06,team-016,10,pg-cluster-751|pg-cluster-752|pg-cluster-753|pg-cluster-754|pg-cluster-755|pg-cluster-756|pg-cluster-757|pg-cluster-758|pg-cluster-759|pg-cluster-760,fraud_svc_06,fraud,10,fraud_svc_06.fraud.attribute_fraud|fraud_svc_06.fraud.category_fraud|fraud_svc_06.fraud.collection_fraud|fraud_svc_06.fraud.media_fraud|fraud_svc_06.fraud.plan_fraud|fraud_svc_06.fraud.ranking_fraud|fraud_svc_06.fraud.relationship_fraud|fraud_svc_06.fraud.target_fraud|fraud_svc_06.fraud.threshold_fraud|fraud_svc_06.fraud.variant_fraud,10,0,applications/backend/services/fraud/fraud-06,/api/v1/fraud/06,domain-fraud,fraud-06,DOMAIN_POLICY_PENDING,PLANNED
357,16,fraud,fraud-platform,svc-0157,fraud-07,team-016,10,pg-cluster-761|pg-cluster-762|pg-cluster-763|pg-cluster-764|pg-cluster-765|pg-cluster-766|pg-cluster-767|pg-cluster-768|pg-cluster-769|pg-cluster-770,fraud_svc_07,fraud,10,fraud_svc_07.fraud.attribution_fraud|fraud_svc_07.fraud.channel_fraud|fraud_svc_07.fraud.click_fraud|fraud_svc_07.fraud.conversion_fraud|fraud_svc_07.fraud.delivery_fraud|fraud_svc_07.fraud.impression_fraud|fraud_svc_07.fraud.message_fraud|fraud_svc_07.fraud.query_fraud|fraud_svc_07.fraud.result_fraud|fraud_svc_07.fraud.template_fraud,10,0,applications/backend/services/fraud/fraud-07,/api/v1/fraud/07,domain-fraud,fraud-07,DOMAIN_POLICY_PENDING,PLANNED
358,16,fraud,fraud-platform,svc-0158,fraud-08,team-016,10,pg-cluster-771|pg-cluster-772|pg-cluster-773|pg-cluster-774|pg-cluster-775|pg-cluster-776|pg-cluster-777|pg-cluster-778|pg-cluster-779|pg-cluster-780,fraud_svc_08,fraud,10,fraud_svc_08.fraud.contract_fraud|fraud_svc_08.fraud.fee_fraud|fraud_svc_08.fraud.partner_fraud|fraud_svc_08.fraud.payout_fraud|fraud_svc_08.fraud.price_fraud|fraud_svc_08.fraud.provider_fraud|fraud_svc_08.fraud.rate_fraud|fraud_svc_08.fraud.reconciliation_fraud|fraud_svc_08.fraud.settlement_fraud|fraud_svc_08.fraud.tax_fraud,10,0,applications/backend/services/fraud/fraud-08,/api/v1/fraud/08,domain-fraud,fraud-08,DOMAIN_POLICY_PENDING,PLANNED
359,16,fraud,fraud-platform,svc-0159,fraud-09,team-016,10,pg-cluster-781|pg-cluster-782|pg-cluster-783|pg-cluster-784|pg-cluster-785|pg-cluster-786|pg-cluster-787|pg-cluster-788|pg-cluster-789|pg-cluster-790,fraud_svc_09,fraud,10,fraud_svc_09.fraud.bin_fraud|fraud_svc_09.fraud.package_fraud|fraud_svc_09.fraud.refund_fraud|fraud_svc_09.fraud.return_fraud|fraud_svc_09.fraud.route_fraud|fraud_svc_09.fraud.shipment_fraud|fraud_svc_09.fraud.stock_fraud|fraud_svc_09.fraud.stop_fraud|fraud_svc_09.fraud.tracking_fraud|fraud_svc_09.fraud.warehouse_fraud,10,0,applications/backend/services/fraud/fraud-09,/api/v1/fraud/09,domain-fraud,fraud-09,DOMAIN_POLICY_PENDING,PLANNED
360,16,fraud,fraud-platform,svc-0160,fraud-10,team-016,10,pg-cluster-791|pg-cluster-792|pg-cluster-793|pg-cluster-794|pg-cluster-795|pg-cluster-796|pg-cluster-797|pg-cluster-798|pg-cluster-799|pg-cluster-800,fraud_svc_10,fraud,10,fraud_svc_10.fraud.consent_fraud|fraud_svc_10.fraud.device_fraud|fraud_svc_10.fraud.feedback_fraud|fraud_svc_10.fraud.location_fraud|fraud_svc_10.fraud.owner_fraud|fraud_svc_10.fraud.permission_fraud|fraud_svc_10.fraud.rating_fraud|fraud_svc_10.fraud.review_fraud|fraud_svc_10.fraud.role_fraud|fraud_svc_10.fraud.token_fraud,10,0,applications/backend/services/fraud/fraud-10,/api/v1/fraud/10,domain-fraud,fraud-10,DOMAIN_POLICY_PENDING,PLANNED
361,17,tax,tax-platform,svc-0161,tax-01,team-017,10,pg-cluster-001|pg-cluster-002|pg-cluster-003|pg-cluster-004|pg-cluster-005|pg-cluster-006|pg-cluster-007|pg-cluster-008|pg-cluster-009|pg-cluster-010,tax_svc_01,tax,10,tax_svc_01.tax.account_tax|tax_svc_01.tax.address_tax|tax_svc_01.tax.event_tax|tax_svc_01.tax.history_tax|tax_svc_01.tax.mapping_tax|tax_svc_01.tax.preference_tax|tax_svc_01.tax.profile_tax|tax_svc_01.tax.rule_tax|tax_svc_01.tax.session_tax|tax_svc_01.tax.status_tax,10,0,applications/backend/services/tax/tax-01,/api/v1/tax/01,domain-tax,tax-01,DOMAIN_POLICY_PENDING,PLANNED
362,17,tax,tax-platform,svc-0162,tax-02,team-017,10,pg-cluster-011|pg-cluster-012|pg-cluster-013|pg-cluster-014|pg-cluster-015|pg-cluster-016|pg-cluster-017|pg-cluster-018|pg-cluster-019|pg-cluster-020,tax_svc_02,tax,10,tax_svc_02.tax.allocation_tax|tax_svc_02.tax.attempt_tax|tax_svc_02.tax.detail_tax|tax_svc_02.tax.item_tax|tax_svc_02.tax.movement_tax|tax_svc_02.tax.request_tax|tax_svc_02.tax.reservation_tax|tax_svc_02.tax.response_tax|tax_svc_02.tax.snapshot_tax|tax_svc_02.tax.transaction_tax,10,0,applications/backend/services/tax/tax-02,/api/v1/tax/02,domain-tax,tax-02,DOMAIN_POLICY_PENDING,PLANNED
363,17,tax,tax-platform,svc-0163,tax-03,team-017,10,pg-cluster-021|pg-cluster-022|pg-cluster-023|pg-cluster-024|pg-cluster-025|pg-cluster-026|pg-cluster-027|pg-cluster-028|pg-cluster-029|pg-cluster-030,tax_svc_03,tax,10,tax_svc_03.tax.adjustment_tax|tax_svc_03.tax.campaign_tax|tax_svc_03.tax.configuration_tax|tax_svc_03.tax.document_tax|tax_svc_03.tax.metric_tax|tax_svc_03.tax.offer_tax|tax_svc_03.tax.policy_tax|tax_svc_03.tax.redemption_tax|tax_svc_03.tax.score_tax|tax_svc_03.tax.segment_tax,10,0,applications/backend/services/tax/tax-03,/api/v1/tax/03,domain-tax,tax-03,DOMAIN_POLICY_PENDING,PLANNED
364,17,tax,tax-platform,svc-0164,tax-04,team-017,10,pg-cluster-031|pg-cluster-032|pg-cluster-033|pg-cluster-034|pg-cluster-035|pg-cluster-036|pg-cluster-037|pg-cluster-038|pg-cluster-039|pg-cluster-040,tax_svc_04,tax,10,tax_svc_04.tax.balance_tax|tax_svc_04.tax.batch_tax|tax_svc_04.tax.checkpoint_tax|tax_svc_04.tax.exception_tax|tax_svc_04.tax.invoice_tax|tax_svc_04.tax.job_tax|tax_svc_04.tax.ledger_tax|tax_svc_04.tax.line_tax|tax_svc_04.tax.run_tax|tax_svc_04.tax.task_tax,10,0,applications/backend/services/tax/tax-04,/api/v1/tax/04,domain-tax,tax-04,DOMAIN_POLICY_PENDING,PLANNED
365,17,tax,tax-platform,svc-0165,tax-05,team-017,10,pg-cluster-041|pg-cluster-042|pg-cluster-043|pg-cluster-044|pg-cluster-045|pg-cluster-046|pg-cluster-047|pg-cluster-048|pg-cluster-049|pg-cluster-050,tax_svc_05,tax,10,tax_svc_05.tax.alert_tax|tax_svc_05.tax.approval_tax|tax_svc_05.tax.assignment_tax|tax_svc_05.tax.availability_tax|tax_svc_05.tax.capacity_tax|tax_svc_05.tax.case_tax|tax_svc_05.tax.decision_tax|tax_svc_05.tax.forecast_tax|tax_svc_05.tax.schedule_tax|tax_svc_05.tax.workflow_tax,10,0,applications/backend/services/tax/tax-05,/api/v1/tax/05,domain-tax,tax-05,DOMAIN_POLICY_PENDING,PLANNED
366,17,tax,tax-platform,svc-0166,tax-06,team-017,10,pg-cluster-051|pg-cluster-052|pg-cluster-053|pg-cluster-054|pg-cluster-055|pg-cluster-056|pg-cluster-057|pg-cluster-058|pg-cluster-059|pg-cluster-060,tax_svc_06,tax,10,tax_svc_06.tax.attribute_tax|tax_svc_06.tax.category_tax|tax_svc_06.tax.collection_tax|tax_svc_06.tax.media_tax|tax_svc_06.tax.plan_tax|tax_svc_06.tax.ranking_tax|tax_svc_06.tax.relationship_tax|tax_svc_06.tax.target_tax|tax_svc_06.tax.threshold_tax|tax_svc_06.tax.variant_tax,10,0,applications/backend/services/tax/tax-06,/api/v1/tax/06,domain-tax,tax-06,DOMAIN_POLICY_PENDING,PLANNED
