planning_lesson,implementation_lesson,domain_id,domain,microservice_id,microservice_name,service_archetype,team_id,java_version,spring_boot_version,build_tool,gradle_version,build_dsl,packaging,java_package,application_class,backend_module_path,api_base_path,api_access_policy,customer_auth_audience,admin_auth_audience,web_stack,api_contract,security_stack,persistence_stack,database_engine,database_name,schema_name,migration_tool,owned_table_count,full_cdc_table_count,excluded_cdc_table_count,outgoing_relationship_count,incoming_relationship_count,event_outgoing_count,event_incoming_count,colocated_validation_count,kafka_producer_required,kafka_consumer_required,outbox_required,dlq_consumer_required,resilience_stack,observability_stack,testing_stack,container_strategy,deployment_unit,deployment_namespace,implementation_status
129,297,10,warehouse,svc-0097,warehouse-07,ADMIN_API_SERVICE,team-010,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.warehouse.service0097,Warehouse07Application,applications/backend/services/warehouse/warehouse-07,/api/v1/warehouse/07,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,warehouse_svc_07,warehouse,Flyway,10,10,0,3,6,3,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,warehouse-07,retail-warehouse,PLANNED
129,298,10,warehouse,svc-0098,warehouse-08,ADMIN_API_SERVICE,team-010,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.warehouse.service0098,Warehouse08Application,applications/backend/services/warehouse/warehouse-08,/api/v1/warehouse/08,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,warehouse_svc_08,warehouse,Flyway,10,10,0,6,6,6,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,warehouse-08,retail-warehouse,PLANNED
129,299,10,warehouse,svc-0099,warehouse-09,ADMIN_API_SERVICE,team-010,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.warehouse.service0099,Warehouse09Application,applications/backend/services/warehouse/warehouse-09,/api/v1/warehouse/09,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,warehouse_svc_09,warehouse,Flyway,10,10,0,3,6,3,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,warehouse-09,retail-warehouse,PLANNED
129,300,10,warehouse,svc-0100,warehouse-10,ADMIN_API_SERVICE,team-010,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.warehouse.service0100,Warehouse10Application,applications/backend/services/warehouse/warehouse-10,/api/v1/warehouse/10,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,warehouse_svc_10,warehouse,Flyway,10,10,0,6,6,6,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,warehouse-10,retail-warehouse,PLANNED
129,301,11,procurement,svc-0101,procurement-01,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0101,Procurement01Application,applications/backend/services/procurement/procurement-01,/api/v1/procurement/01,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_01,procurement,Flyway,10,10,0,9,6,9,4,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-01,retail-procurement,PLANNED
129,302,11,procurement,svc-0102,procurement-02,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0102,Procurement02Application,applications/backend/services/procurement/procurement-02,/api/v1/procurement/02,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_02,procurement,Flyway,10,10,0,9,6,9,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-02,retail-procurement,PLANNED
129,303,11,procurement,svc-0103,procurement-03,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0103,Procurement03Application,applications/backend/services/procurement/procurement-03,/api/v1/procurement/03,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_03,procurement,Flyway,10,10,0,9,6,9,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-03,retail-procurement,PLANNED
129,304,11,procurement,svc-0104,procurement-04,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0104,Procurement04Application,applications/backend/services/procurement/procurement-04,/api/v1/procurement/04,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_04,procurement,Flyway,10,10,0,6,6,6,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-04,retail-procurement,PLANNED
129,305,11,procurement,svc-0105,procurement-05,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0105,Procurement05Application,applications/backend/services/procurement/procurement-05,/api/v1/procurement/05,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_05,procurement,Flyway,10,10,0,6,6,6,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-05,retail-procurement,PLANNED
129,306,11,procurement,svc-0106,procurement-06,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0106,Procurement06Application,applications/backend/services/procurement/procurement-06,/api/v1/procurement/06,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_06,procurement,Flyway,10,10,0,3,6,3,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-06,retail-procurement,PLANNED
129,307,11,procurement,svc-0107,procurement-07,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0107,Procurement07Application,applications/backend/services/procurement/procurement-07,/api/v1/procurement/07,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_07,procurement,Flyway,10,10,0,3,6,3,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-07,retail-procurement,PLANNED
129,308,11,procurement,svc-0108,procurement-08,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0108,Procurement08Application,applications/backend/services/procurement/procurement-08,/api/v1/procurement/08,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_08,procurement,Flyway,10,10,0,6,6,6,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-08,retail-procurement,PLANNED
129,309,11,procurement,svc-0109,procurement-09,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0109,Procurement09Application,applications/backend/services/procurement/procurement-09,/api/v1/procurement/09,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_09,procurement,Flyway,10,10,0,3,6,3,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-09,retail-procurement,PLANNED
129,310,11,procurement,svc-0110,procurement-10,ADMIN_API_SERVICE,team-011,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.procurement.service0110,Procurement10Application,applications/backend/services/procurement/procurement-10,/api/v1/procurement/10,INTERNAL_AUTHORIZED,,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,procurement_svc_10,procurement,Flyway,10,10,0,6,6,6,6,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,procurement-10,retail-procurement,PLANNED
129,311,12,cart,svc-0111,cart-01,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0111,Cart01Application,applications/backend/services/cart/cart-01,/api/v1/cart/01,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_01,cart,Flyway,10,10,0,12,2,12,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-01,retail-cart,PLANNED
129,312,12,cart,svc-0112,cart-02,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0112,Cart02Application,applications/backend/services/cart/cart-02,/api/v1/cart/02,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_02,cart,Flyway,10,10,0,12,2,12,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-02,retail-cart,PLANNED
129,313,12,cart,svc-0113,cart-03,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0113,Cart03Application,applications/backend/services/cart/cart-03,/api/v1/cart/03,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_03,cart,Flyway,10,10,0,12,2,12,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-03,retail-cart,PLANNED
129,314,12,cart,svc-0114,cart-04,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0114,Cart04Application,applications/backend/services/cart/cart-04,/api/v1/cart/04,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_04,cart,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-04,retail-cart,PLANNED
129,315,12,cart,svc-0115,cart-05,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0115,Cart05Application,applications/backend/services/cart/cart-05,/api/v1/cart/05,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_05,cart,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-05,retail-cart,PLANNED
129,316,12,cart,svc-0116,cart-06,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0116,Cart06Application,applications/backend/services/cart/cart-06,/api/v1/cart/06,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_06,cart,Flyway,10,10,0,4,2,4,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-06,retail-cart,PLANNED
129,317,12,cart,svc-0117,cart-07,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0117,Cart07Application,applications/backend/services/cart/cart-07,/api/v1/cart/07,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_07,cart,Flyway,10,10,0,4,2,4,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-07,retail-cart,PLANNED
129,318,12,cart,svc-0118,cart-08,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0118,Cart08Application,applications/backend/services/cart/cart-08,/api/v1/cart/08,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_08,cart,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-08,retail-cart,PLANNED
129,319,12,cart,svc-0119,cart-09,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0119,Cart09Application,applications/backend/services/cart/cart-09,/api/v1/cart/09,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_09,cart,Flyway,10,10,0,4,2,4,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-09,retail-cart,PLANNED
129,320,12,cart,svc-0120,cart-10,SHARED_API_SERVICE,team-012,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.cart.service0120,Cart10Application,applications/backend/services/cart/cart-10,/api/v1/cart/10,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,cart_svc_10,cart,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,cart-10,retail-cart,PLANNED
129,321,13,checkout,svc-0121,checkout-01,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0121,Checkout01Application,applications/backend/services/checkout/checkout-01,/api/v1/checkout/01,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_01,checkout,Flyway,10,10,0,12,2,12,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-01,retail-checkout,PLANNED
129,322,13,checkout,svc-0122,checkout-02,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0122,Checkout02Application,applications/backend/services/checkout/checkout-02,/api/v1/checkout/02,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_02,checkout,Flyway,10,10,0,12,2,12,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-02,retail-checkout,PLANNED
129,323,13,checkout,svc-0123,checkout-03,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0123,Checkout03Application,applications/backend/services/checkout/checkout-03,/api/v1/checkout/03,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_03,checkout,Flyway,10,10,0,12,2,12,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-03,retail-checkout,PLANNED
129,324,13,checkout,svc-0124,checkout-04,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0124,Checkout04Application,applications/backend/services/checkout/checkout-04,/api/v1/checkout/04,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_04,checkout,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-04,retail-checkout,PLANNED
129,325,13,checkout,svc-0125,checkout-05,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0125,Checkout05Application,applications/backend/services/checkout/checkout-05,/api/v1/checkout/05,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_05,checkout,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-05,retail-checkout,PLANNED
129,326,13,checkout,svc-0126,checkout-06,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0126,Checkout06Application,applications/backend/services/checkout/checkout-06,/api/v1/checkout/06,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_06,checkout,Flyway,10,10,0,4,2,4,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-06,retail-checkout,PLANNED
129,327,13,checkout,svc-0127,checkout-07,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0127,Checkout07Application,applications/backend/services/checkout/checkout-07,/api/v1/checkout/07,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_07,checkout,Flyway,10,10,0,4,2,4,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-07,retail-checkout,PLANNED
129,328,13,checkout,svc-0128,checkout-08,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0128,Checkout08Application,applications/backend/services/checkout/checkout-08,/api/v1/checkout/08,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_08,checkout,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-08,retail-checkout,PLANNED
129,329,13,checkout,svc-0129,checkout-09,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0129,Checkout09Application,applications/backend/services/checkout/checkout-09,/api/v1/checkout/09,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_09,checkout,Flyway,10,10,0,4,2,4,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-09,retail-checkout,PLANNED
129,330,13,checkout,svc-0130,checkout-10,SHARED_API_SERVICE,team-013,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.checkout.service0130,Checkout10Application,applications/backend/services/checkout/checkout-10,/api/v1/checkout/10,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,checkout_svc_10,checkout,Flyway,10,10,0,8,2,8,2,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,checkout-10,retail-checkout,PLANNED
129,331,14,order,svc-0131,order-01,SHARED_API_SERVICE,team-014,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.order.service0131,Order01Application,applications/backend/services/order/order-01,/api/v1/order/01,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,order_svc_01,order,Flyway,10,10,0,12,42,12,41,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,order-01,retail-order,PLANNED
129,332,14,order,svc-0132,order-02,SHARED_API_SERVICE,team-014,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.order.service0132,Order02Application,applications/backend/services/order/order-02,/api/v1/order/02,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,order_svc_02,order,Flyway,10,10,0,12,42,12,42,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,order-02,retail-order,PLANNED
129,333,14,order,svc-0133,order-03,SHARED_API_SERVICE,team-014,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.order.service0133,Order03Application,applications/backend/services/order/order-03,/api/v1/order/03,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,order_svc_03,order,Flyway,10,10,0,12,42,12,42,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,order-03,retail-order,PLANNED
129,334,14,order,svc-0134,order-04,SHARED_API_SERVICE,team-014,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.order.service0134,Order04Application,applications/backend/services/order/order-04,/api/v1/order/04,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,order_svc_04,order,Flyway,10,10,0,8,42,8,42,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,order-04,retail-order,PLANNED
