domain_id,domain,service_group,microservice_id,microservice_name,team_id,db_cluster,datastore,database_name,schema_name,table_name,full_table_name,table_class,cdc_enabled,kafka_topic,bronze_target,silver_target,gold_target,purpose,data_classification,postgres_cluster_role,postgres_version,ha_manager,connection_pooler,replication_mode,replica_count,sharding_strategy,cdc_connector,wal_level,logical_publication,replication_slot,outgoing_relationship_count,incoming_relationship_count,related_domains,relationship_enforcement,cross_db_key_standard,cross_db_join_policy
1,identity,identity-platform,svc-0001,identity-01,team-001,pg-cluster-001,PostgreSQL,identity_svc_01,identity,account_identity,identity_svc_01.identity.account_identity,transactional,Y,fk.pg.cdc.identity.account_identity,bronze.identity_account_identity,silver.identity_account_identity,gold.identity_account_metrics,Simulated identity data for account operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-001,logical,pub_identity,slot_001_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0224,exchange-04,team-023,pg-cluster-638,PostgreSQL,exchange_svc_04,exchange,run_exchange,exchange_svc_04.exchange.run_exchange,transactional,Y,fk.pg.cdc.exchange.run_exchange,bronze.exchange_run_exchange,silver.exchange_run_exchange,gold.exchange_run_metrics,Simulated exchange data for run operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-638,logical,pub_exchange,slot_638_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0224,exchange-04,team-023,pg-cluster-639,PostgreSQL,exchange_svc_04,exchange,checkpoint_exchange,exchange_svc_04.exchange.checkpoint_exchange,transactional,Y,fk.pg.cdc.exchange.checkpoint_exchange,bronze.exchange_checkpoint_exchange,silver.exchange_checkpoint_exchange,gold.exchange_checkpoint_metrics,Simulated exchange data for checkpoint operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-639,logical,pub_exchange,slot_639_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0224,exchange-04,team-023,pg-cluster-640,PostgreSQL,exchange_svc_04,exchange,exception_exchange,exchange_svc_04.exchange.exception_exchange,history,Y,fk.pg.cdc.exchange.exception_exchange,bronze.exchange_exception_exchange,silver.exchange_exception_exchange,gold.exchange_exception_metrics,Simulated exchange data for exception operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-640,logical,pub_exchange,slot_640_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-641,PostgreSQL,exchange_svc_05,exchange,alert_exchange,exchange_svc_05.exchange.alert_exchange,transactional,Y,fk.pg.cdc.exchange.alert_exchange,bronze.exchange_alert_exchange,silver.exchange_alert_exchange,gold.exchange_alert_metrics,Simulated exchange data for alert operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-641,logical,pub_exchange,slot_641_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-642,PostgreSQL,exchange_svc_05,exchange,case_exchange,exchange_svc_05.exchange.case_exchange,event,Y,fk.pg.cdc.exchange.case_exchange,bronze.exchange_case_exchange,silver.exchange_case_exchange,gold.exchange_case_metrics,Simulated exchange data for case operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-642,logical,pub_exchange,slot_642_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-643,PostgreSQL,exchange_svc_05,exchange,decision_exchange,exchange_svc_05.exchange.decision_exchange,transactional,Y,fk.pg.cdc.exchange.decision_exchange,bronze.exchange_decision_exchange,silver.exchange_decision_exchange,gold.exchange_decision_metrics,Simulated exchange data for decision operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-643,logical,pub_exchange,slot_643_exchange,3,0,inventory|order|returns,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-644,PostgreSQL,exchange_svc_05,exchange,workflow_exchange,exchange_svc_05.exchange.workflow_exchange,transactional,Y,fk.pg.cdc.exchange.workflow_exchange,bronze.exchange_workflow_exchange,silver.exchange_workflow_exchange,gold.exchange_workflow_metrics,Simulated exchange data for workflow operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-644,logical,pub_exchange,slot_644_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-645,PostgreSQL,exchange_svc_05,exchange,approval_exchange,exchange_svc_05.exchange.approval_exchange,reference,Y,fk.pg.cdc.exchange.approval_exchange,bronze.exchange_approval_exchange,silver.exchange_approval_exchange,gold.exchange_approval_metrics,Simulated exchange data for approval operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-645,logical,pub_exchange,slot_645_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-646,PostgreSQL,exchange_svc_05,exchange,assignment_exchange,exchange_svc_05.exchange.assignment_exchange,transactional,Y,fk.pg.cdc.exchange.assignment_exchange,bronze.exchange_assignment_exchange,silver.exchange_assignment_exchange,gold.exchange_assignment_metrics,Simulated exchange data for assignment operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-646,logical,pub_exchange,slot_646_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-647,PostgreSQL,exchange_svc_05,exchange,schedule_exchange,exchange_svc_05.exchange.schedule_exchange,transactional,Y,fk.pg.cdc.exchange.schedule_exchange,bronze.exchange_schedule_exchange,silver.exchange_schedule_exchange,gold.exchange_schedule_metrics,Simulated exchange data for schedule operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-647,logical,pub_exchange,slot_647_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-648,PostgreSQL,exchange_svc_05,exchange,capacity_exchange,exchange_svc_05.exchange.capacity_exchange,transactional,Y,fk.pg.cdc.exchange.capacity_exchange,bronze.exchange_capacity_exchange,silver.exchange_capacity_exchange,gold.exchange_capacity_metrics,Simulated exchange data for capacity operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-648,logical,pub_exchange,slot_648_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-649,PostgreSQL,exchange_svc_05,exchange,availability_exchange,exchange_svc_05.exchange.availability_exchange,event,Y,fk.pg.cdc.exchange.availability_exchange,bronze.exchange_availability_exchange,silver.exchange_availability_exchange,gold.exchange_availability_metrics,Simulated exchange data for availability operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-649,logical,pub_exchange,slot_649_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0225,exchange-05,team-023,pg-cluster-650,PostgreSQL,exchange_svc_05,exchange,forecast_exchange,exchange_svc_05.exchange.forecast_exchange,history,Y,fk.pg.cdc.exchange.forecast_exchange,bronze.exchange_forecast_exchange,silver.exchange_forecast_exchange,gold.exchange_forecast_metrics,Simulated exchange data for forecast operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-650,logical,pub_exchange,slot_650_exchange,3,0,inventory|order|returns,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-651,PostgreSQL,exchange_svc_06,exchange,plan_exchange,exchange_svc_06.exchange.plan_exchange,transactional,Y,fk.pg.cdc.exchange.plan_exchange,bronze.exchange_plan_exchange,silver.exchange_plan_exchange,gold.exchange_plan_metrics,Simulated exchange data for plan operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-651,logical,pub_exchange,slot_651_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-652,PostgreSQL,exchange_svc_06,exchange,target_exchange,exchange_svc_06.exchange.target_exchange,transactional,Y,fk.pg.cdc.exchange.target_exchange,bronze.exchange_target_exchange,silver.exchange_target_exchange,gold.exchange_target_metrics,Simulated exchange data for target operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-652,logical,pub_exchange,slot_652_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-653,PostgreSQL,exchange_svc_06,exchange,threshold_exchange,exchange_svc_06.exchange.threshold_exchange,transactional,Y,fk.pg.cdc.exchange.threshold_exchange,bronze.exchange_threshold_exchange,silver.exchange_threshold_exchange,gold.exchange_threshold_metrics,Simulated exchange data for threshold operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-653,logical,pub_exchange,slot_653_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-654,PostgreSQL,exchange_svc_06,exchange,category_exchange,exchange_svc_06.exchange.category_exchange,transactional,Y,fk.pg.cdc.exchange.category_exchange,bronze.exchange_category_exchange,silver.exchange_category_exchange,gold.exchange_category_metrics,Simulated exchange data for category operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-654,logical,pub_exchange,slot_654_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-655,PostgreSQL,exchange_svc_06,exchange,attribute_exchange,exchange_svc_06.exchange.attribute_exchange,reference,Y,fk.pg.cdc.exchange.attribute_exchange,bronze.exchange_attribute_exchange,silver.exchange_attribute_exchange,gold.exchange_attribute_metrics,Simulated exchange data for attribute operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-655,logical,pub_exchange,slot_655_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-656,PostgreSQL,exchange_svc_06,exchange,variant_exchange,exchange_svc_06.exchange.variant_exchange,event,Y,fk.pg.cdc.exchange.variant_exchange,bronze.exchange_variant_exchange,silver.exchange_variant_exchange,gold.exchange_variant_metrics,Simulated exchange data for variant operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-656,logical,pub_exchange,slot_656_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-657,PostgreSQL,exchange_svc_06,exchange,media_exchange,exchange_svc_06.exchange.media_exchange,transactional,Y,fk.pg.cdc.exchange.media_exchange,bronze.exchange_media_exchange,silver.exchange_media_exchange,gold.exchange_media_metrics,Simulated exchange data for media operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-657,logical,pub_exchange,slot_657_exchange,3,0,inventory|order|returns,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-658,PostgreSQL,exchange_svc_06,exchange,collection_exchange,exchange_svc_06.exchange.collection_exchange,transactional,Y,fk.pg.cdc.exchange.collection_exchange,bronze.exchange_collection_exchange,silver.exchange_collection_exchange,gold.exchange_collection_metrics,Simulated exchange data for collection operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-658,logical,pub_exchange,slot_658_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-659,PostgreSQL,exchange_svc_06,exchange,relationship_exchange,exchange_svc_06.exchange.relationship_exchange,transactional,Y,fk.pg.cdc.exchange.relationship_exchange,bronze.exchange_relationship_exchange,silver.exchange_relationship_exchange,gold.exchange_relationship_metrics,Simulated exchange data for relationship operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-659,logical,pub_exchange,slot_659_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0226,exchange-06,team-023,pg-cluster-660,PostgreSQL,exchange_svc_06,exchange,ranking_exchange,exchange_svc_06.exchange.ranking_exchange,history,Y,fk.pg.cdc.exchange.ranking_exchange,bronze.exchange_ranking_exchange,silver.exchange_ranking_exchange,gold.exchange_ranking_metrics,Simulated exchange data for ranking operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-660,logical,pub_exchange,slot_660_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-661,PostgreSQL,exchange_svc_07,exchange,query_exchange,exchange_svc_07.exchange.query_exchange,transactional,Y,fk.pg.cdc.exchange.query_exchange,bronze.exchange_query_exchange,silver.exchange_query_exchange,gold.exchange_query_metrics,Simulated exchange data for query operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-661,logical,pub_exchange,slot_661_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-662,PostgreSQL,exchange_svc_07,exchange,result_exchange,exchange_svc_07.exchange.result_exchange,transactional,Y,fk.pg.cdc.exchange.result_exchange,bronze.exchange_result_exchange,silver.exchange_result_exchange,gold.exchange_result_metrics,Simulated exchange data for result operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-662,logical,pub_exchange,slot_662_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-663,PostgreSQL,exchange_svc_07,exchange,click_exchange,exchange_svc_07.exchange.click_exchange,event,Y,fk.pg.cdc.exchange.click_exchange,bronze.exchange_click_exchange,silver.exchange_click_exchange,gold.exchange_click_metrics,Simulated exchange data for click operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-663,logical,pub_exchange,slot_663_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-664,PostgreSQL,exchange_svc_07,exchange,impression_exchange,exchange_svc_07.exchange.impression_exchange,transactional,Y,fk.pg.cdc.exchange.impression_exchange,bronze.exchange_impression_exchange,silver.exchange_impression_exchange,gold.exchange_impression_metrics,Simulated exchange data for impression operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-664,logical,pub_exchange,slot_664_exchange,3,0,inventory|order|returns,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-665,PostgreSQL,exchange_svc_07,exchange,conversion_exchange,exchange_svc_07.exchange.conversion_exchange,reference,Y,fk.pg.cdc.exchange.conversion_exchange,bronze.exchange_conversion_exchange,silver.exchange_conversion_exchange,gold.exchange_conversion_metrics,Simulated exchange data for conversion operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-665,logical,pub_exchange,slot_665_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-666,PostgreSQL,exchange_svc_07,exchange,attribution_exchange,exchange_svc_07.exchange.attribution_exchange,transactional,Y,fk.pg.cdc.exchange.attribution_exchange,bronze.exchange_attribution_exchange,silver.exchange_attribution_exchange,gold.exchange_attribution_metrics,Simulated exchange data for attribution operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-666,logical,pub_exchange,slot_666_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-667,PostgreSQL,exchange_svc_07,exchange,channel_exchange,exchange_svc_07.exchange.channel_exchange,transactional,Y,fk.pg.cdc.exchange.channel_exchange,bronze.exchange_channel_exchange,silver.exchange_channel_exchange,gold.exchange_channel_metrics,Simulated exchange data for channel operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-667,logical,pub_exchange,slot_667_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-668,PostgreSQL,exchange_svc_07,exchange,template_exchange,exchange_svc_07.exchange.template_exchange,transactional,Y,fk.pg.cdc.exchange.template_exchange,bronze.exchange_template_exchange,silver.exchange_template_exchange,gold.exchange_template_metrics,Simulated exchange data for template operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-668,logical,pub_exchange,slot_668_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-669,PostgreSQL,exchange_svc_07,exchange,message_exchange,exchange_svc_07.exchange.message_exchange,transactional,Y,fk.pg.cdc.exchange.message_exchange,bronze.exchange_message_exchange,silver.exchange_message_exchange,gold.exchange_message_metrics,Simulated exchange data for message operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-669,logical,pub_exchange,slot_669_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0227,exchange-07,team-023,pg-cluster-670,PostgreSQL,exchange_svc_07,exchange,delivery_exchange,exchange_svc_07.exchange.delivery_exchange,history,Y,fk.pg.cdc.exchange.delivery_exchange,bronze.exchange_delivery_exchange,silver.exchange_delivery_exchange,gold.exchange_delivery_metrics,Simulated exchange data for delivery operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-670,logical,pub_exchange,slot_670_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-671,PostgreSQL,exchange_svc_08,exchange,provider_exchange,exchange_svc_08.exchange.provider_exchange,transactional,Y,fk.pg.cdc.exchange.provider_exchange,bronze.exchange_provider_exchange,silver.exchange_provider_exchange,gold.exchange_provider_metrics,Simulated exchange data for provider operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-671,logical,pub_exchange,slot_671_exchange,3,0,inventory|order|returns,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-672,PostgreSQL,exchange_svc_08,exchange,partner_exchange,exchange_svc_08.exchange.partner_exchange,transactional,Y,fk.pg.cdc.exchange.partner_exchange,bronze.exchange_partner_exchange,silver.exchange_partner_exchange,gold.exchange_partner_metrics,Simulated exchange data for partner operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-672,logical,pub_exchange,slot_672_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-673,PostgreSQL,exchange_svc_08,exchange,contract_exchange,exchange_svc_08.exchange.contract_exchange,transactional,Y,fk.pg.cdc.exchange.contract_exchange,bronze.exchange_contract_exchange,silver.exchange_contract_exchange,gold.exchange_contract_metrics,Simulated exchange data for contract operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-673,logical,pub_exchange,slot_673_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-674,PostgreSQL,exchange_svc_08,exchange,fee_exchange,exchange_svc_08.exchange.fee_exchange,transactional,Y,fk.pg.cdc.exchange.fee_exchange,bronze.exchange_fee_exchange,silver.exchange_fee_exchange,gold.exchange_fee_metrics,Simulated exchange data for fee operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-674,logical,pub_exchange,slot_674_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-675,PostgreSQL,exchange_svc_08,exchange,rate_exchange,exchange_svc_08.exchange.rate_exchange,reference,Y,fk.pg.cdc.exchange.rate_exchange,bronze.exchange_rate_exchange,silver.exchange_rate_exchange,gold.exchange_rate_metrics,Simulated exchange data for rate operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-675,logical,pub_exchange,slot_675_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-676,PostgreSQL,exchange_svc_08,exchange,price_exchange,exchange_svc_08.exchange.price_exchange,transactional,Y,fk.pg.cdc.exchange.price_exchange,bronze.exchange_price_exchange,silver.exchange_price_exchange,gold.exchange_price_metrics,Simulated exchange data for price operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-676,logical,pub_exchange,slot_676_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-677,PostgreSQL,exchange_svc_08,exchange,tax_exchange,exchange_svc_08.exchange.tax_exchange,event,Y,fk.pg.cdc.exchange.tax_exchange,bronze.exchange_tax_exchange,silver.exchange_tax_exchange,gold.exchange_tax_metrics,Simulated exchange data for tax operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-677,logical,pub_exchange,slot_677_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-678,PostgreSQL,exchange_svc_08,exchange,settlement_exchange,exchange_svc_08.exchange.settlement_exchange,transactional,Y,fk.pg.cdc.exchange.settlement_exchange,bronze.exchange_settlement_exchange,silver.exchange_settlement_exchange,gold.exchange_settlement_metrics,Simulated exchange data for settlement operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-678,logical,pub_exchange,slot_678_exchange,3,0,inventory|order|returns,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-679,PostgreSQL,exchange_svc_08,exchange,reconciliation_exchange,exchange_svc_08.exchange.reconciliation_exchange,transactional,Y,fk.pg.cdc.exchange.reconciliation_exchange,bronze.exchange_reconciliation_exchange,silver.exchange_reconciliation_exchange,gold.exchange_reconciliation_metrics,Simulated exchange data for reconciliation operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-679,logical,pub_exchange,slot_679_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0228,exchange-08,team-023,pg-cluster-680,PostgreSQL,exchange_svc_08,exchange,payout_exchange,exchange_svc_08.exchange.payout_exchange,history,Y,fk.pg.cdc.exchange.payout_exchange,bronze.exchange_payout_exchange,silver.exchange_payout_exchange,gold.exchange_payout_metrics,Simulated exchange data for payout operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-680,logical,pub_exchange,slot_680_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
23,exchange,exchange-platform,svc-0229,exchange-09,team-023,pg-cluster-681,PostgreSQL,exchange_svc_09,exchange,shipment_exchange,exchange_svc_09.exchange.shipment_exchange,transactional,Y,fk.pg.cdc.exchange.shipment_exchange,bronze.exchange_shipment_exchange,silver.exchange_shipment_exchange,gold.exchange_shipment_metrics,Simulated exchange data for shipment operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-681,logical,pub_exchange,slot_681_exchange,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
