relationship_id,source_domain,source_service,source_cluster,source_database,source_schema,source_table,source_key,target_domain,target_service,target_cluster,target_database,target_schema,target_table,target_key,relationship_type,cardinality,cross_cluster,consistency_model,sync_method,source_of_truth,event_topic,on_missing_reference,join_strategy,description
rel-001895,reviews,reviews-10,pg-cluster-699,reviews_svc_10,reviews,location_reviews,location_id,order,order-06,pg-cluster-555,order_svc_06,order,attribute_order,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.attribute_order,retry_then_dlq,application_or_lakehouse_join,reviews logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001896,reviews,reviews-01,pg-cluster-606,reviews_svc_01,reviews,event_reviews,event_id,order,order-07,pg-cluster-566,order_svc_07,order,attribution_order,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.attribution_order,retry_then_dlq,application_or_lakehouse_join,reviews logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001897,reviews,reviews-02,pg-cluster-613,reviews_svc_02,reviews,snapshot_reviews,snapshot_id,order,order-08,pg-cluster-577,order_svc_08,order,tax_order,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.tax_order,retry_then_dlq,application_or_lakehouse_join,reviews logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001898,reviews,reviews-02,pg-cluster-620,reviews_svc_02,reviews,movement_reviews,movement_id,order,order-09,pg-cluster-588,order_svc_09,order,stock_order,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.stock_order,retry_then_dlq,application_or_lakehouse_join,reviews logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001899,reviews,reviews-03,pg-cluster-627,reviews_svc_03,reviews,segment_reviews,segment_id,order,order-10,pg-cluster-599,order_svc_10,order,location_order,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.location_order,retry_then_dlq,application_or_lakehouse_join,reviews logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001900,reviews,reviews-04,pg-cluster-634,reviews_svc_04,reviews,line_reviews,line_id,order,order-01,pg-cluster-510,order_svc_01,order,mapping_order,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.mapping_order,retry_then_dlq,application_or_lakehouse_join,reviews logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001901,content,content-01,pg-cluster-701,content_svc_01,content,account_content,account_id,catalog,catalog-01,pg-cluster-201,catalog_svc_01,catalog,account_catalog,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.account_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001902,content,content-01,pg-cluster-708,content_svc_01,content,status_content,status_id,catalog,catalog-02,pg-cluster-212,catalog_svc_02,catalog,detail_catalog,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.detail_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001903,content,content-02,pg-cluster-715,content_svc_02,content,request_content,request_id,catalog,catalog-03,pg-cluster-223,catalog_svc_03,catalog,policy_catalog,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.policy_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001904,content,content-03,pg-cluster-722,content_svc_03,content,configuration_content,configuration_id,catalog,catalog-04,pg-cluster-234,catalog_svc_04,catalog,line_catalog,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.line_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001905,content,content-03,pg-cluster-729,content_svc_03,content,offer_content,offer_id,catalog,catalog-05,pg-cluster-245,catalog_svc_05,catalog,approval_catalog,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.approval_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001906,content,content-04,pg-cluster-736,content_svc_04,content,job_content,job_id,catalog,catalog-06,pg-cluster-256,catalog_svc_06,catalog,variant_catalog,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.variant_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001907,content,content-05,pg-cluster-743,content_svc_05,content,decision_content,decision_id,catalog,catalog-07,pg-cluster-267,catalog_svc_07,catalog,channel_catalog,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.channel_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001908,content,content-05,pg-cluster-750,content_svc_05,content,forecast_content,forecast_id,catalog,catalog-08,pg-cluster-278,catalog_svc_08,catalog,settlement_catalog,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.settlement_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001909,content,content-06,pg-cluster-757,content_svc_06,content,media_content,media_id,catalog,catalog-09,pg-cluster-289,catalog_svc_09,catalog,return_catalog,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.return_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001910,content,content-07,pg-cluster-764,content_svc_07,content,impression_content,impression_id,catalog,catalog-10,pg-cluster-300,catalog_svc_10,catalog,owner_catalog,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.owner_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001911,content,content-08,pg-cluster-771,content_svc_08,content,provider_content,provider_id,catalog,catalog-02,pg-cluster-211,catalog_svc_02,catalog,item_catalog,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.item_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001912,content,content-08,pg-cluster-778,content_svc_08,content,settlement_content,settlement_id,catalog,catalog-03,pg-cluster-222,catalog_svc_03,catalog,configuration_catalog,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.configuration_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001913,content,content-09,pg-cluster-785,content_svc_09,content,stop_content,stop_id,catalog,catalog-04,pg-cluster-233,catalog_svc_04,catalog,invoice_catalog,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.invoice_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001914,content,content-10,pg-cluster-792,content_svc_10,content,rating_content,rating_id,catalog,catalog-05,pg-cluster-244,catalog_svc_05,catalog,workflow_catalog,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.workflow_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001915,content,content-10,pg-cluster-799,content_svc_10,content,location_content,location_id,catalog,catalog-06,pg-cluster-255,catalog_svc_06,catalog,attribute_catalog,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.attribute_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001916,content,content-01,pg-cluster-706,content_svc_01,content,event_content,event_id,catalog,catalog-07,pg-cluster-266,catalog_svc_07,catalog,attribution_catalog,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.attribution_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001917,content,content-02,pg-cluster-713,content_svc_02,content,snapshot_content,snapshot_id,catalog,catalog-08,pg-cluster-277,catalog_svc_08,catalog,tax_catalog,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.tax_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001918,content,content-02,pg-cluster-720,content_svc_02,content,movement_content,movement_id,catalog,catalog-09,pg-cluster-288,catalog_svc_09,catalog,stock_catalog,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.stock_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001919,content,content-03,pg-cluster-727,content_svc_03,content,segment_content,segment_id,catalog,catalog-10,pg-cluster-299,catalog_svc_10,catalog,location_catalog,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.location_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001920,content,content-04,pg-cluster-734,content_svc_04,content,line_content,line_id,catalog,catalog-01,pg-cluster-210,catalog_svc_01,catalog,mapping_catalog,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,catalog,fk.pg.relation.catalog.mapping_catalog,retry_then_dlq,application_or_lakehouse_join,content logically references catalog; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001921,content,content-01,pg-cluster-701,content_svc_01,content,account_content,account_id,product,product-01,pg-cluster-301,product_svc_01,product,account_product,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.account_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001922,content,content-01,pg-cluster-708,content_svc_01,content,status_content,status_id,product,product-02,pg-cluster-312,product_svc_02,product,detail_product,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.detail_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001923,content,content-02,pg-cluster-715,content_svc_02,content,request_content,request_id,product,product-03,pg-cluster-323,product_svc_03,product,policy_product,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.policy_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001924,content,content-03,pg-cluster-722,content_svc_03,content,configuration_content,configuration_id,product,product-04,pg-cluster-334,product_svc_04,product,line_product,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.line_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001925,content,content-03,pg-cluster-729,content_svc_03,content,offer_content,offer_id,product,product-05,pg-cluster-345,product_svc_05,product,approval_product,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.approval_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001926,content,content-04,pg-cluster-736,content_svc_04,content,job_content,job_id,product,product-06,pg-cluster-356,product_svc_06,product,variant_product,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.variant_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001927,content,content-05,pg-cluster-743,content_svc_05,content,decision_content,decision_id,product,product-07,pg-cluster-367,product_svc_07,product,channel_product,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.channel_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001928,content,content-05,pg-cluster-750,content_svc_05,content,forecast_content,forecast_id,product,product-08,pg-cluster-378,product_svc_08,product,settlement_product,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.settlement_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001929,content,content-06,pg-cluster-757,content_svc_06,content,media_content,media_id,product,product-09,pg-cluster-389,product_svc_09,product,return_product,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.return_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001930,content,content-07,pg-cluster-764,content_svc_07,content,impression_content,impression_id,product,product-10,pg-cluster-400,product_svc_10,product,owner_product,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.owner_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001931,content,content-08,pg-cluster-771,content_svc_08,content,provider_content,provider_id,product,product-02,pg-cluster-311,product_svc_02,product,item_product,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.item_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001932,content,content-08,pg-cluster-778,content_svc_08,content,settlement_content,settlement_id,product,product-03,pg-cluster-322,product_svc_03,product,configuration_product,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.configuration_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001933,content,content-09,pg-cluster-785,content_svc_09,content,stop_content,stop_id,product,product-04,pg-cluster-333,product_svc_04,product,invoice_product,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.invoice_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001934,content,content-10,pg-cluster-792,content_svc_10,content,rating_content,rating_id,product,product-05,pg-cluster-344,product_svc_05,product,workflow_product,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.workflow_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001935,content,content-10,pg-cluster-799,content_svc_10,content,location_content,location_id,product,product-06,pg-cluster-355,product_svc_06,product,attribute_product,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.attribute_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001936,content,content-01,pg-cluster-706,content_svc_01,content,event_content,event_id,product,product-07,pg-cluster-366,product_svc_07,product,attribution_product,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.attribution_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001937,content,content-02,pg-cluster-713,content_svc_02,content,snapshot_content,snapshot_id,product,product-08,pg-cluster-377,product_svc_08,product,tax_product,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.tax_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001938,content,content-02,pg-cluster-720,content_svc_02,content,movement_content,movement_id,product,product-09,pg-cluster-388,product_svc_09,product,stock_product,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.stock_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001939,content,content-03,pg-cluster-727,content_svc_03,content,segment_content,segment_id,product,product-10,pg-cluster-399,product_svc_10,product,location_product,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.location_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001940,content,content-04,pg-cluster-734,content_svc_04,content,line_content,line_id,product,product-01,pg-cluster-310,product_svc_01,product,mapping_product,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.mapping_product,retry_then_dlq,application_or_lakehouse_join,content logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001941,content,content-01,pg-cluster-701,content_svc_01,content,account_content,account_id,localization,localization-01,pg-cluster-301,localization_svc_01,localization,account_localization,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.account_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001942,content,content-01,pg-cluster-708,content_svc_01,content,status_content,status_id,localization,localization-02,pg-cluster-312,localization_svc_02,localization,detail_localization,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.detail_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001943,content,content-02,pg-cluster-715,content_svc_02,content,request_content,request_id,localization,localization-03,pg-cluster-323,localization_svc_03,localization,policy_localization,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.policy_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001944,content,content-03,pg-cluster-722,content_svc_03,content,configuration_content,configuration_id,localization,localization-04,pg-cluster-334,localization_svc_04,localization,line_localization,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.line_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001945,content,content-03,pg-cluster-729,content_svc_03,content,offer_content,offer_id,localization,localization-05,pg-cluster-345,localization_svc_05,localization,approval_localization,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.approval_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001946,content,content-04,pg-cluster-736,content_svc_04,content,job_content,job_id,localization,localization-06,pg-cluster-356,localization_svc_06,localization,variant_localization,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.variant_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001947,content,content-05,pg-cluster-743,content_svc_05,content,decision_content,decision_id,localization,localization-07,pg-cluster-367,localization_svc_07,localization,channel_localization,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.channel_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001948,content,content-05,pg-cluster-750,content_svc_05,content,forecast_content,forecast_id,localization,localization-08,pg-cluster-378,localization_svc_08,localization,settlement_localization,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.settlement_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001949,content,content-06,pg-cluster-757,content_svc_06,content,media_content,media_id,localization,localization-09,pg-cluster-389,localization_svc_09,localization,return_localization,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.return_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001950,content,content-07,pg-cluster-764,content_svc_07,content,impression_content,impression_id,localization,localization-10,pg-cluster-400,localization_svc_10,localization,owner_localization,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.owner_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001951,content,content-08,pg-cluster-771,content_svc_08,content,provider_content,provider_id,localization,localization-02,pg-cluster-311,localization_svc_02,localization,item_localization,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.item_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001952,content,content-08,pg-cluster-778,content_svc_08,content,settlement_content,settlement_id,localization,localization-03,pg-cluster-322,localization_svc_03,localization,configuration_localization,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.configuration_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001953,content,content-09,pg-cluster-785,content_svc_09,content,stop_content,stop_id,localization,localization-04,pg-cluster-333,localization_svc_04,localization,invoice_localization,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.invoice_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001954,content,content-10,pg-cluster-792,content_svc_10,content,rating_content,rating_id,localization,localization-05,pg-cluster-344,localization_svc_05,localization,workflow_localization,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.workflow_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001955,content,content-10,pg-cluster-799,content_svc_10,content,location_content,location_id,localization,localization-06,pg-cluster-355,localization_svc_06,localization,attribute_localization,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.attribute_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001956,content,content-01,pg-cluster-706,content_svc_01,content,event_content,event_id,localization,localization-07,pg-cluster-366,localization_svc_07,localization,attribution_localization,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.attribution_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001957,content,content-02,pg-cluster-713,content_svc_02,content,snapshot_content,snapshot_id,localization,localization-08,pg-cluster-377,localization_svc_08,localization,tax_localization,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.tax_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001958,content,content-02,pg-cluster-720,content_svc_02,content,movement_content,movement_id,localization,localization-09,pg-cluster-388,localization_svc_09,localization,stock_localization,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.stock_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001959,content,content-03,pg-cluster-727,content_svc_03,content,segment_content,segment_id,localization,localization-10,pg-cluster-399,localization_svc_10,localization,location_localization,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.location_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001960,content,content-04,pg-cluster-734,content_svc_04,content,line_content,line_id,localization,localization-01,pg-cluster-310,localization_svc_01,localization,mapping_localization,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,localization,fk.pg.relation.localization.mapping_localization,retry_then_dlq,application_or_lakehouse_join,content logically references localization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001961,notification,notification-01,pg-cluster-001,notification_svc_01,notification,account_notification,account_id,customer,customer-01,pg-cluster-101,customer_svc_01,customer,account_customer,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.account_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001962,notification,notification-01,pg-cluster-008,notification_svc_01,notification,status_notification,status_id,customer,customer-02,pg-cluster-112,customer_svc_02,customer,detail_customer,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.detail_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
